time;V(/BIT_0);V(/BIT_1);V(/BIT_2);V(/Shaped_Out);
5.61442e-06;0;0;0;0.00402512;
5.62442e-06;0;0;0;0.00398497;
5.63442e-06;0;0;0;0.00394522;
5.64442e-06;0;0;0;0.00390586;
5.65442e-06;0;0;0;0.0038669;
5.66442e-06;0;0;0;0.00382833;
5.67442e-06;0;0;0;0.00379014;
5.68442e-06;0;0;0;0.00375233;
5.69442e-06;0;0;0;0.0037149;
5.70442e-06;0;0;0;0.00367784;
5.71442e-06;0;0;0;0.00364115;
5.72442e-06;0;0;0;0.00360482;
5.73442e-06;0;0;0;0.00356886;
5.74442e-06;0;0;0;0.00353325;
5.75442e-06;0;0;0;0.003498;
5.76442e-06;0;0;0;0.0034631;
5.77442e-06;0;0;0;0.00342855;
5.78442e-06;0;0;0;0.00339434;
5.79442e-06;0;0;0;0.00336047;
5.80442e-06;0;0;0;0.00332694;
5.81442e-06;0;0;0;0.00329375;
5.82442e-06;0;0;0;0.00326088;
5.83442e-06;0;0;0;0.00322834;
5.84442e-06;0;0;0;0.00319613;
5.85442e-06;0;0;0;0.00316423;
5.86442e-06;0;0;0;0.00313266;
5.87442e-06;0;0;0;0.00310139;
5.88442e-06;0;0;0;0.00307044;
5.89442e-06;0;0;0;0.0030398;
5.90442e-06;0;0;0;0.00300946;
5.91442e-06;0;0;0;0.00297943;
5.92442e-06;0;0;0;0.00294969;
5.93442e-06;0;0;0;0.00292025;
5.94442e-06;0;0;0;0.0028911;
5.95442e-06;0;0;0;0.00286225;
5.96442e-06;0;0;0;0.00283368;
5.97442e-06;0;0;0;0.00280539;
5.98442e-06;0;0;0;0.00277739;
5.99442e-06;0;0;0;0.00274966;
6.00442e-06;0;0;0;0.00272221;
6.01442e-06;0;0;0;0.00269504;
6.02442e-06;0;0;0;0.00266813;
6.03442e-06;0;0;0;0.0026415;
6.04442e-06;0;0;0;0.00261513;
6.05442e-06;0;0;0;0.00258902;
6.06442e-06;0;0;0;0.00256317;
6.07442e-06;0;0;0;0.00253758;
6.08442e-06;0;0;0;0.00251224;
6.09442e-06;0;0;0;0.00248715;
6.10442e-06;0;0;0;0.00246232;
6.11442e-06;0;0;0;0.00243773;
6.12442e-06;0;0;0;0.00241339;
6.13442e-06;0;0;0;0.00238929;
6.14442e-06;0;0;0;0.00236543;
6.15442e-06;0;0;0;0.00234181;
6.16442e-06;0;0;0;0.00231842;
6.17442e-06;0;0;0;0.00229526;
6.18442e-06;0;0;0;0.00227234;
6.19442e-06;0;0;0;0.00224965;
6.20442e-06;0;0;0;0.00222718;
6.21442e-06;0;0;0;0.00220493;
6.22442e-06;0;0;0;0.0021829;
6.23442e-06;0;0;0;0.0021611;
6.24442e-06;0;0;0;0.00213951;
6.25442e-06;0;0;0;0.00211814;
6.26442e-06;0;0;0;0.00209698;
6.27442e-06;0;0;0;0.00207603;
6.28442e-06;0;0;0;0.00205529;
6.29442e-06;0;0;0;0.00203475;
6.30442e-06;0;0;0;0.00201442;
6.31442e-06;0;0;0;0.0019943;
6.32442e-06;0;0;0;0.00197437;
6.33442e-06;0;0;0;0.00195464;
6.34442e-06;0;0;0;0.00193511;
6.35442e-06;0;0;0;0.00191577;
6.36442e-06;0;0;0;0.00189663;
6.37442e-06;0;0;0;0.00187767;
6.38442e-06;0;0;0;0.0018589;
6.39442e-06;0;0;0;0.00184033;
6.40442e-06;0;0;0;0.00182193;
6.41442e-06;0;0;0;0.00180372;
6.42442e-06;0;0;0;0.00178569;
6.43442e-06;0;0;0;0.00176784;
6.44442e-06;0;0;0;0.00175017;
6.45442e-06;0;0;0;0.00173267;
6.46442e-06;0;0;0;0.00171535;
6.47442e-06;0;0;0;0.0016982;
6.48442e-06;0;0;0;0.00168122;
6.49442e-06;0;0;0;0.00166441;
6.50442e-06;0;0;0;0.00164777;
6.51442e-06;0;0;0;0.0016313;
6.52442e-06;0;0;0;0.00161498;
6.53442e-06;0;0;0;0.00159883;
6.54442e-06;0;0;0;0.00158284;
6.55442e-06;0;0;0;0.00156701;
6.56442e-06;0;0;0;0.00155134;
6.57442e-06;0;0;0;0.00153582;
6.58442e-06;0;0;0;0.00152046;
6.59442e-06;0;0;0;0.00150525;
6.60442e-06;0;0;0;0.0014902;
6.61442e-06;0;0;0;0.00147529;
6.62442e-06;0;0;0;0.00146053;
6.63442e-06;0;0;0;0.00144592;
6.64442e-06;0;0;0;0.00143145;
6.65442e-06;0;0;0;0.00141713;
6.66442e-06;0;0;0;0.00140295;
6.67442e-06;0;0;0;0.00138891;
6.68442e-06;0;0;0;0.00137501;
6.69442e-06;0;0;0;0.00136125;
6.70442e-06;0;0;0;0.00134763;
6.71442e-06;0;0;0;0.00133414;
6.72442e-06;0;0;0;0.00132079;
6.73442e-06;0;0;0;0.00130757;
6.74442e-06;0;0;0;0.00129448;
6.75442e-06;0;0;0;0.00128152;
6.76442e-06;0;0;0;0.00126869;
6.77442e-06;0;0;0;0.00125599;
6.78442e-06;0;0;0;0.00124341;
6.79442e-06;0;0;0;0.00123096;
6.80442e-06;0;0;0;0.00121864;
6.81442e-06;0;0;0;0.00120643;
6.82442e-06;0;0;0;0.00119435;
6.83442e-06;0;0;0;0.00118239;
6.84442e-06;0;0;0;0.00117055;
6.85442e-06;0;0;0;0.00115882;
6.86442e-06;0;0;0;0.00114722;
6.87442e-06;0;0;0;0.00113572;
6.88442e-06;0;0;0;0.00112435;
6.89442e-06;0;0;0;0.00111308;
6.90442e-06;0;0;0;0.00110193;
6.91442e-06;0;0;0;0.00109089;
6.92442e-06;0;0;0;0.00107996;
6.93442e-06;0;0;0;0.00106914;
6.94442e-06;0;0;0;0.00105842;
6.95442e-06;0;0;0;0.00104781;
6.96442e-06;0;0;0;0.00103731;
6.97442e-06;0;0;0;0.00102691;
6.98442e-06;0;0;0;0.00101662;
6.99442e-06;0;0;0;0.00100643;
7.00442e-06;0;0;0;0.000996337;
7.01442e-06;0;0;0;0.000986348;
7.02442e-06;0;0;0;0.000976458;
7.03442e-06;0;0;0;0.000966666;
7.04442e-06;0;0;0;0.000956972;
7.05442e-06;0;0;0;0.000947374;
7.06442e-06;0;0;0;0.000937872;
7.07442e-06;0;0;0;0.000928465;
7.08442e-06;0;0;0;0.000919151;
7.09442e-06;0;0;0;0.00090993;
7.10442e-06;0;0;0;0.000900801;
7.11442e-06;0;0;0;0.000891763;
7.12442e-06;0;0;0;0.000882815;
7.13442e-06;0;0;0;0.000873956;
7.14442e-06;0;0;0;0.000865185;
7.15442e-06;0;0;0;0.000856501;
7.16442e-06;0;0;0;0.000847904;
7.17442e-06;0;0;0;0.000839393;
7.18442e-06;0;0;0;0.000830966;
7.19442e-06;0;0;0;0.000822623;
7.20442e-06;0;0;0;0.000814364;
7.21442e-06;0;0;0;0.000806186;
7.22442e-06;0;0;0;0.00079809;
7.23442e-06;0;0;0;0.000790075;
7.24442e-06;0;0;0;0.000782139;
7.25442e-06;0;0;0;0.000774283;
7.26442e-06;0;0;0;0.000766504;
7.27442e-06;0;0;0;0.000758804;
7.28442e-06;0;0;0;0.000751179;
7.29442e-06;0;0;0;0.000743631;
7.30442e-06;0;0;0;0.000736158;
7.31442e-06;0;0;0;0.00072876;
7.32442e-06;0;0;0;0.000721435;
7.33442e-06;0;0;0;0.000714183;
7.34442e-06;0;0;0;0.000707003;
7.35442e-06;0;0;0;0.000699895;
7.36442e-06;0;0;0;0.000692857;
7.37442e-06;0;0;0;0.00068589;
7.38442e-06;0;0;0;0.000678992;
7.39442e-06;0;0;0;0.000672162;
7.40442e-06;0;0;0;0.000665401;
7.41442e-06;0;0;0;0.000658707;
7.42442e-06;0;0;0;0.00065208;
7.43442e-06;0;0;0;0.000645519;
7.44442e-06;0;0;0;0.000639023;
7.45442e-06;0;0;0;0.000632591;
7.46442e-06;0;0;0;0.000626224;
7.47442e-06;0;0;0;0.00061992;
7.48442e-06;0;0;0;0.000613679;
7.49442e-06;0;0;0;0.000607501;
7.50442e-06;0;0;0;0.000601383;
7.51442e-06;0;0;0;0.000595327;
7.52442e-06;0;0;0;0.000589331;
7.53442e-06;0;0;0;0.000583394;
7.54442e-06;0;0;0;0.000577517;
7.55442e-06;0;0;0;0.000571698;
7.56442e-06;0;0;0;0.000565938;
7.57442e-06;0;0;0;0.000560234;
7.58442e-06;0;0;0;0.000554588;
7.59442e-06;0;0;0;0.000548997;
7.60442e-06;0;0;0;0.000543463;
7.61442e-06;0;0;0;0.000537983;
7.62442e-06;0;0;0;0.000532558;
7.63442e-06;0;0;0;0.000527187;
7.64442e-06;0;0;0;0.00052187;
7.65442e-06;0;0;0;0.000516605;
7.66442e-06;0;0;0;0.000511393;
7.67442e-06;0;0;0;0.000506233;
7.68442e-06;0;0;0;0.000501124;
7.69442e-06;0;0;0;0.000496066;
7.70442e-06;0;0;0;0.000491059;
7.71442e-06;0;0;0;0.000486101;
7.72442e-06;0;0;0;0.000481193;
7.73442e-06;0;0;0;0.000476333;
7.74442e-06;0;0;0;0.000471522;
7.75442e-06;0;0;0;0.000466759;
7.76442e-06;0;0;0;0.000462044;
7.77442e-06;0;0;0;0.000457375;
7.78442e-06;0;0;0;0.000452753;
7.79442e-06;0;0;0;0.000448177;
7.80442e-06;0;0;0;0.000443646;
7.81442e-06;0;0;0;0.000439161;
7.82442e-06;0;0;0;0.00043472;
7.83442e-06;0;0;0;0.000430324;
7.84442e-06;0;0;0;0.000425971;
7.85442e-06;0;0;0;0.000421661;
7.86442e-06;0;0;0;0.000417395;
7.87442e-06;0;0;0;0.000413171;
7.88442e-06;0;0;0;0.000408989;
7.89442e-06;0;0;0;0.000404849;
7.90442e-06;0;0;0;0.00040075;
7.91442e-06;0;0;0;0.000396692;
7.92442e-06;0;0;0;0.000392674;
7.93442e-06;0;0;0;0.000388696;
7.94442e-06;0;0;0;0.000384758;
7.95442e-06;0;0;0;0.000380859;
7.96442e-06;0;0;0;0.000376999;
7.97442e-06;0;0;0;0.000373177;
7.98442e-06;0;0;0;0.000369394;
7.99442e-06;0;0;0;0.000365648;
8.00442e-06;0;0;0;0.000361939;
8.01442e-06;0;0;0;0.000358268;
8.02442e-06;0;0;0;0.000354633;
8.03442e-06;0;0;0;0.000351034;
8.04442e-06;0;0;0;0.000347471;
8.05442e-06;0;0;0;0.000343944;
8.06442e-06;0;0;0;0.000340451;
8.07442e-06;0;0;0;0.000336994;
8.08442e-06;0;0;0;0.00033357;
8.09442e-06;0;0;0;0.000330181;
8.10442e-06;0;0;0;0.000326826;
8.11442e-06;0;0;0;0.000323504;
8.12442e-06;0;0;0;0.000320215;
8.13442e-06;0;0;0;0.000316959;
8.14442e-06;0;0;0;0.000313736;
8.15442e-06;0;0;0;0.000310544;
8.16442e-06;0;0;0;0.000307385;
8.17442e-06;0;0;0;0.000304257;
8.18442e-06;0;0;0;0.00030116;
8.19442e-06;0;0;0;0.000298093;
8.20442e-06;0;0;0;0.000295058;
8.21442e-06;0;0;0;0.000292052;
8.22442e-06;0;0;0;0.000289077;
8.23442e-06;0;0;0;0.000286131;
8.24442e-06;0;0;0;0.000283214;
8.25442e-06;0;0;0;0.000280327;
8.26442e-06;0;0;0;0.000277468;
8.27442e-06;0;0;0;0.000274638;
8.28442e-06;0;0;0;0.000271836;
8.29442e-06;0;0;0;0.000269062;
8.30442e-06;0;0;0;0.000266316;
8.31442e-06;0;0;0;0.000263597;
8.32442e-06;0;0;0;0.000260905;
8.33442e-06;0;0;0;0.000258239;
8.34442e-06;0;0;0;0.000255601;
8.35442e-06;0;0;0;0.000252988;
8.36442e-06;0;0;0;0.000250402;
8.37442e-06;0;0;0;0.000247841;
8.38442e-06;0;0;0;0.000245306;
8.39442e-06;0;0;0;0.000242797;
8.40442e-06;0;0;0;0.000240312;
8.41442e-06;0;0;0;0.000237852;
8.42442e-06;0;0;0;0.000235416;
8.43442e-06;0;0;0;0.000233005;
8.44442e-06;0;0;0;0.000230618;
8.45442e-06;0;0;0;0.000228254;
8.46442e-06;0;0;0;0.000225914;
8.47442e-06;0;0;0;0.000223598;
8.48442e-06;0;0;0;0.000221304;
8.49442e-06;0;0;0;0.000219033;
8.50442e-06;0;0;0;0.000216785;
8.51442e-06;0;0;0;0.00021456;
8.52442e-06;0;0;0;0.000212356;
8.53442e-06;0;0;0;0.000210175;
8.54442e-06;0;0;0;0.000208015;
8.55442e-06;0;0;0;0.000205877;
8.56442e-06;0;0;0;0.00020376;
8.57442e-06;0;0;0;0.000201664;
8.58442e-06;0;0;0;0.000199589;
8.59442e-06;0;0;0;0.000197534;
8.60442e-06;0;0;0;0.000195501;
8.61442e-06;0;0;0;0.000193487;
8.62442e-06;0;0;0;0.000191493;
8.63442e-06;0;0;0;0.00018952;
8.64442e-06;0;0;0;0.000187566;
8.65442e-06;0;0;0;0.000185631;
8.66442e-06;0;0;0;0.000183716;
8.67442e-06;0;0;0;0.00018182;
8.68442e-06;0;0;0;0.000179943;
8.69442e-06;0;0;0;0.000178084;
8.70442e-06;0;0;0;0.000176244;
8.71442e-06;0;0;0;0.000174422;
8.72442e-06;0;0;0;0.000172619;
8.73442e-06;0;0;0;0.000170833;
8.74442e-06;0;0;0;0.000169065;
8.75442e-06;0;0;0;0.000167315;
8.76442e-06;0;0;0;0.000165582;
8.77442e-06;0;0;0;0.000163867;
8.78442e-06;0;0;0;0.000162168;
8.79442e-06;0;0;0;0.000160487;
8.80442e-06;0;0;0;0.000158822;
8.81442e-06;0;0;0;0.000157174;
8.82442e-06;0;0;0;0.000155542;
8.83442e-06;0;0;0;0.000153927;
8.84442e-06;0;0;0;0.000152328;
8.85442e-06;0;0;0;0.000150744;
8.86442e-06;0;0;0;0.000149177;
8.87442e-06;0;0;0;0.000147625;
8.88442e-06;0;0;0;0.000146088;
8.89442e-06;0;0;0;0.000144567;
8.90442e-06;0;0;0;0.000143061;
8.91442e-06;0;0;0;0.00014157;
8.92442e-06;0;0;0;0.000140093;
8.93442e-06;0;0;0;0.000138632;
8.94442e-06;0;0;0;0.000137185;
8.95442e-06;0;0;0;0.000135753;
8.96442e-06;0;0;0;0.000134334;
8.97442e-06;0;0;0;0.00013293;
8.98442e-06;0;0;0;0.00013154;
8.99442e-06;0;0;0;0.000130164;
9.00442e-06;0;0;0;0.000128801;
9.01442e-06;0;0;0;0.000127452;
9.02442e-06;0;0;0;0.000126117;
9.03442e-06;0;0;0;0.000124795;
9.04442e-06;0;0;0;0.000123486;
9.05442e-06;0;0;0;0.00012219;
9.06442e-06;0;0;0;0.000120907;
9.07442e-06;0;0;0;0.000119636;
9.08442e-06;0;0;0;0.000118379;
9.09442e-06;0;0;0;0.000117134;
9.10442e-06;0;0;0;0.000115901;
9.11442e-06;0;0;0;0.000114681;
9.12442e-06;0;0;0;0.000113473;
9.13442e-06;0;0;0;0.000112276;
9.14442e-06;0;0;0;0.000111092;
9.15442e-06;0;0;0;0.00010992;
9.16442e-06;0;0;0;0.000108759;
9.17442e-06;0;0;0;0.00010761;
9.18442e-06;0;0;0;0.000106472;
9.19442e-06;0;0;0;0.000105346;
9.20442e-06;0;0;0;0.000104231;
9.21442e-06;0;0;0;0.000103126;
9.22442e-06;0;0;0;0.000102033;
9.23442e-06;0;0;0;0.000100951;
9.24442e-06;0;0;0;9.988e-05;
9.25442e-06;0;0;0;9.88193e-05;
9.26442e-06;0;0;0;9.77692e-05;
9.27442e-06;0;0;0;9.67296e-05;
9.28442e-06;0;0;0;9.57004e-05;
9.29442e-06;0;0;0;9.46814e-05;
9.30442e-06;0;0;0;9.36725e-05;
9.31442e-06;0;0;0;9.26738e-05;
9.32442e-06;0;0;0;9.16849e-05;
9.33442e-06;0;0;0;9.0706e-05;
9.34442e-06;0;0;0;8.97368e-05;
9.35442e-06;0;0;0;8.87772e-05;
9.36442e-06;0;0;0;8.78273e-05;
9.37442e-06;0;0;0;8.68868e-05;
9.38442e-06;0;0;0;8.59557e-05;
9.39442e-06;0;0;0;8.50338e-05;
9.40442e-06;0;0;0;8.41212e-05;
9.41442e-06;0;0;0;8.32176e-05;
9.42442e-06;0;0;0;8.23231e-05;
9.43442e-06;0;0;0;8.14375e-05;
9.44442e-06;0;0;0;8.05607e-05;
9.45442e-06;0;0;0;7.96927e-05;
9.46442e-06;0;0;0;7.88333e-05;
9.47442e-06;0;0;0;7.79825e-05;
9.48442e-06;0;0;0;7.71402e-05;
9.49442e-06;0;0;0;7.63062e-05;
9.50442e-06;0;0;0;7.54806e-05;
9.51442e-06;0;0;0;7.46632e-05;
9.52442e-06;0;0;0;7.3854e-05;
9.53442e-06;0;0;0;7.30529e-05;
9.54442e-06;0;0;0;7.22597e-05;
9.55442e-06;0;0;0;7.14744e-05;
9.56442e-06;0;0;0;7.0697e-05;
9.57442e-06;0;0;0;6.99273e-05;
9.58442e-06;0;0;0;6.91653e-05;
9.59442e-06;0;0;0;6.8411e-05;
9.60442e-06;0;0;0;6.76641e-05;
9.61442e-06;0;0;0;6.69247e-05;
9.62442e-06;0;0;0;6.61926e-05;
9.63442e-06;0;0;0;6.54679e-05;
9.64442e-06;0;0;0;6.47504e-05;
9.65442e-06;0;0;0;6.404e-05;
9.66442e-06;0;0;0;6.33367e-05;
9.67442e-06;0;0;0;6.26405e-05;
9.68442e-06;0;0;0;6.19512e-05;
9.69442e-06;0;0;0;6.12688e-05;
9.70442e-06;0;0;0;6.05931e-05;
9.71442e-06;0;0;0;5.99243e-05;
9.72442e-06;0;0;0;5.9262e-05;
9.73442e-06;0;0;0;5.86064e-05;
9.74442e-06;0;0;0;5.79574e-05;
9.75442e-06;0;0;0;5.73148e-05;
9.76442e-06;0;0;0;5.66786e-05;
9.77442e-06;0;0;0;5.60488e-05;
9.78442e-06;0;0;0;5.54252e-05;
9.79442e-06;0;0;0;5.48079e-05;
9.80442e-06;0;0;0;5.41968e-05;
9.81442e-06;0;0;0;5.35917e-05;
9.82442e-06;0;0;0;5.29927e-05;
9.83442e-06;0;0;0;5.23996e-05;
9.84442e-06;0;0;0;5.18125e-05;
9.85442e-06;0;0;0;5.12312e-05;
9.86442e-06;0;0;0;5.06558e-05;
9.87442e-06;0;0;0;5.0086e-05;
9.88442e-06;0;0;0;4.9522e-05;
9.89442e-06;0;0;0;4.89636e-05;
9.90442e-06;0;0;0;4.84107e-05;
9.91442e-06;0;0;0;4.78634e-05;
9.92442e-06;0;0;0;4.73215e-05;
9.93442e-06;0;0;0;4.67851e-05;
9.94442e-06;0;0;0;4.6254e-05;
9.95442e-06;0;0;0;4.57282e-05;
9.96442e-06;0;0;0;4.52077e-05;
9.97442e-06;0;0;0;4.46923e-05;
9.98442e-06;0;0;0;4.41821e-05;
9.99442e-06;0;0;0;4.3677e-05;
1.00044e-05;0;0;0;4.31769e-05;
1.00144e-05;0;0;0;4.26818e-05;
1.00244e-05;0;0;0;4.21917e-05;
1.00344e-05;0;0;0;4.17065e-05;
1.00444e-05;0;0;0;4.12261e-05;
1.00544e-05;0;0;0;4.07505e-05;
1.00644e-05;0;0;0;4.02796e-05;
1.00744e-05;0;0;0;3.98134e-05;
1.00844e-05;0;0;0;3.93519e-05;
1.00944e-05;0;0;0;3.88951e-05;
1.01044e-05;0;0;0;3.84427e-05;
1.01144e-05;0;0;0;3.79949e-05;
1.01244e-05;0;0;0;3.75516e-05;
1.01344e-05;0;0;0;3.71127e-05;
1.01444e-05;0;0;0;3.66781e-05;
1.01544e-05;0;0;0;3.62479e-05;
1.01644e-05;0;0;0;3.58221e-05;
1.01744e-05;0;0;0;3.54004e-05;
1.01844e-05;0;0;0;3.4983e-05;
1.01944e-05;0;0;0;3.45697e-05;
1.02044e-05;0;0;0;3.41606e-05;
1.02144e-05;0;0;0;3.37555e-05;
1.02244e-05;0;0;0;3.33545e-05;
1.02344e-05;0;0;0;3.29576e-05;
1.02444e-05;0;0;0;3.25645e-05;
1.02544e-05;0;0;0;3.21754e-05;
1.02644e-05;0;0;0;3.17902e-05;
1.02744e-05;0;0;0;3.14088e-05;
1.02844e-05;0;0;0;3.10313e-05;
1.02944e-05;0;0;0;3.06575e-05;
1.03044e-05;0;0;0;3.02875e-05;
1.03144e-05;0;0;0;2.99211e-05;
1.03244e-05;0;0;0;2.95584e-05;
1.03344e-05;0;0;0;2.91994e-05;
1.03444e-05;0;0;0;2.88439e-05;
1.03544e-05;0;0;0;2.8492e-05;
1.03644e-05;0;0;0;2.81435e-05;
1.03744e-05;0;0;0;2.77986e-05;
1.03844e-05;0;0;0;2.74571e-05;
1.03944e-05;0;0;0;2.71191e-05;
1.04044e-05;0;0;0;2.67844e-05;
1.04144e-05;0;0;0;2.6453e-05;
1.04244e-05;0;0;0;2.6125e-05;
1.04344e-05;0;0;0;2.58003e-05;
1.04444e-05;0;0;0;2.54788e-05;
1.04544e-05;0;0;0;2.51605e-05;
1.04644e-05;0;0;0;2.48454e-05;
1.04744e-05;0;0;0;2.45334e-05;
1.04844e-05;0;0;0;2.42246e-05;
1.04944e-05;0;0;0;2.39188e-05;
1.05044e-05;0;0;0;2.36161e-05;
1.05144e-05;0;0;0;2.33165e-05;
1.05244e-05;0;0;0;2.30198e-05;
1.05344e-05;0;0;0;2.27261e-05;
1.05444e-05;0;0;0;2.24353e-05;
1.05544e-05;0;0;0;2.21475e-05;
1.05644e-05;0;0;0;2.18625e-05;
1.05744e-05;0;0;0;2.15803e-05;
1.05844e-05;0;0;0;2.1301e-05;
1.05944e-05;0;0;0;2.10245e-05;
1.06044e-05;0;0;0;2.07508e-05;
1.06144e-05;0;0;0;2.04798e-05;
1.06244e-05;0;0;0;2.02115e-05;
1.06344e-05;0;0;0;1.99459e-05;
1.06444e-05;0;0;0;1.96829e-05;
1.06544e-05;0;0;0;1.94226e-05;
1.06644e-05;0;0;0;1.91649e-05;
1.06744e-05;0;0;0;1.89097e-05;
1.06844e-05;0;0;0;1.86571e-05;
1.06944e-05;0;0;0;1.84071e-05;
1.07044e-05;0;0;0;1.81595e-05;
1.07144e-05;0;0;0;1.79145e-05;
1.07244e-05;0;0;0;1.76718e-05;
1.07344e-05;0;0;0;1.74316e-05;
1.07444e-05;0;0;0;1.71938e-05;
1.07544e-05;0;0;0;1.69584e-05;
1.07644e-05;0;0;0;1.67254e-05;
1.07744e-05;0;0;0;1.64946e-05;
1.07844e-05;0;0;0;1.62662e-05;
1.07944e-05;0;0;0;1.60401e-05;
1.08044e-05;0;0;0;1.58163e-05;
1.08144e-05;0;0;0;1.55946e-05;
1.08244e-05;0;0;0;1.53752e-05;
1.08344e-05;0;0;0;1.5158e-05;
1.08444e-05;0;0;0;1.4943e-05;
1.08544e-05;0;0;0;1.47301e-05;
1.08644e-05;0;0;0;1.45194e-05;
1.08744e-05;0;0;0;1.43108e-05;
1.08844e-05;0;0;0;1.41042e-05;
1.08944e-05;0;0;0;1.38998e-05;
1.09044e-05;0;0;0;1.36973e-05;
1.09144e-05;0;0;0;1.34969e-05;
1.09244e-05;0;0;0;1.32986e-05;
1.09344e-05;0;0;0;1.31022e-05;
1.09444e-05;0;0;0;1.29077e-05;
1.09544e-05;0;0;0;1.27153e-05;
1.09644e-05;0;0;0;1.25247e-05;
1.09744e-05;0;0;0;1.23361e-05;
1.09844e-05;0;0;0;1.21493e-05;
1.09944e-05;0;0;0;1.19644e-05;
1.10044e-05;0;0;0;1.17814e-05;
1.10144e-05;0;0;0;1.16002e-05;
1.10244e-05;0;0;0;1.14209e-05;
1.10344e-05;0;0;0;1.12433e-05;
1.10444e-05;0;0;0;1.10675e-05;
1.10544e-05;0;0;0;1.08935e-05;
1.10644e-05;0;0;0;1.07212e-05;
1.10744e-05;0;0;0;1.05506e-05;
1.10844e-05;0;0;0;1.03818e-05;
1.10944e-05;0;0;0;1.02146e-05;
1.11044e-05;0;0;0;1.00492e-05;
1.11144e-05;0;0;0;9.88535e-06;
1.11244e-05;0;0;0;9.72319e-06;
1.11344e-05;0;0;0;9.56265e-06;
1.11444e-05;0;0;0;9.40372e-06;
1.11544e-05;0;0;0;9.24638e-06;
1.11644e-05;0;0;0;9.09063e-06;
1.11744e-05;0;0;0;8.93643e-06;
1.11844e-05;0;0;0;8.78379e-06;
1.11944e-05;0;0;0;8.63268e-06;
1.12044e-05;0;0;0;8.48308e-06;
1.12144e-05;0;0;0;8.33499e-06;
1.12244e-05;0;0;0;8.18839e-06;
1.12344e-05;0;0;0;8.04326e-06;
1.12444e-05;0;0;0;7.89958e-06;
1.12544e-05;0;0;0;7.75735e-06;
1.12644e-05;0;0;0;7.61655e-06;
1.12744e-05;0;0;0;7.47716e-06;
1.12844e-05;0;0;0;7.33918e-06;
1.12944e-05;0;0;0;7.20258e-06;
1.13044e-05;0;0;0;7.06735e-06;
1.13144e-05;0;0;0;6.93348e-06;
1.13244e-05;0;0;0;6.80096e-06;
1.13344e-05;0;0;0;6.66977e-06;
1.13444e-05;0;0;0;6.5399e-06;
1.13544e-05;0;0;0;6.41133e-06;
1.13644e-05;0;0;0;6.28406e-06;
1.13744e-05;0;0;0;6.15806e-06;
1.13844e-05;0;0;0;6.03334e-06;
1.13944e-05;0;0;0;5.90987e-06;
1.14044e-05;0;0;0;5.78764e-06;
1.14144e-05;0;0;0;5.66664e-06;
1.14244e-05;0;0;0;5.54686e-06;
1.14344e-05;0;0;0;5.42828e-06;
1.14444e-05;0;0;0;5.3109e-06;
1.14544e-05;0;0;0;5.19469e-06;
1.14644e-05;0;0;0;5.07966e-06;
1.14744e-05;0;0;0;4.96579e-06;
1.14844e-05;0;0;0;4.85306e-06;
1.14944e-05;0;0;0;4.74147e-06;
1.15044e-05;0;0;0;4.631e-06;
1.15144e-05;0;0;0;4.52164e-06;
1.15244e-05;0;0;0;4.41339e-06;
1.15344e-05;0;0;0;4.30622e-06;
1.15444e-05;0;0;0;4.20014e-06;
1.15544e-05;0;0;0;4.09512e-06;
1.15644e-05;0;0;0;3.99117e-06;
1.15744e-05;0;0;0;3.88826e-06;
1.15844e-05;0;0;0;3.78638e-06;
1.15944e-05;0;0;0;3.68554e-06;
1.16044e-05;0;0;0;3.58571e-06;
1.16144e-05;0;0;0;3.48689e-06;
1.16244e-05;0;0;0;3.38906e-06;
1.16344e-05;0;0;0;3.29222e-06;
1.16444e-05;0;0;0;3.19636e-06;
1.16544e-05;0;0;0;3.10147e-06;
1.16644e-05;0;0;0;3.00753e-06;
1.16744e-05;0;0;0;2.91454e-06;
1.16844e-05;0;0;0;2.82249e-06;
1.16944e-05;0;0;0;2.73137e-06;
1.17044e-05;0;0;0;2.64117e-06;
1.17144e-05;0;0;0;2.55188e-06;
1.17244e-05;0;0;0;2.46349e-06;
1.17344e-05;0;0;0;2.37599e-06;
1.17444e-05;0;0;0;2.28938e-06;
1.17544e-05;0;0;0;2.20364e-06;
1.17644e-05;0;0;0;2.11877e-06;
1.17744e-05;0;0;0;2.03475e-06;
1.17844e-05;0;0;0;1.95159e-06;
1.17944e-05;0;0;0;1.86926e-06;
1.18044e-05;0;0;0;1.78777e-06;
1.18144e-05;0;0;0;1.7071e-06;
1.18244e-05;0;0;0;1.62725e-06;
1.18344e-05;0;0;0;1.54821e-06;
1.18444e-05;0;0;0;1.46996e-06;
1.18544e-05;0;0;0;1.39251e-06;
1.18644e-05;0;0;0;1.31584e-06;
1.18744e-05;0;0;0;1.23994e-06;
1.18844e-05;0;0;0;1.16482e-06;
1.18944e-05;0;0;0;1.09045e-06;
1.19044e-05;0;0;0;1.01684e-06;
1.19144e-05;0;0;0;9.43975e-07;
1.19244e-05;0;0;0;8.71846e-07;
1.19344e-05;0;0;0;8.00449e-07;
1.19444e-05;0;0;0;7.29775e-07;
1.19544e-05;0;0;0;6.59817e-07;
1.19644e-05;0;0;0;5.90568e-07;
1.19744e-05;0;0;0;5.22021e-07;
1.19844e-05;0;0;0;4.54169e-07;
